Name,Effects
Evolution Guidance,"Your training and care helps to mold your Pokémon’s futures and helps their paths of evolution. If your Pokémon has a branched evolution, when it evolves you may choose what it evolves into regardless of any other factors in its evolution. The Evolution Guidance feature overrides requirements during evolutions such as gendered evolutions (Gallade, Vespiquen), evolutions that differ based on time of day (Cascoon, Lycanroc), environment influenced evolutions (Wormadam S, Weezing A), stone evolutions (Bellossom, Vaporeon), or stat based evolutions (Hitmonchan, Gorebyss). This means you could have a male Nidorina, a night time Silcoon, a Fairy type Rapidash from a Fire type Ponyta, a Glaceon from a Moon Stone, or any other unusual evolution."
Keystone Burst,"Keystones usually need time to regain their ambient energy after use, however you’ve trained your Pokémon to only dip into the Key Stone’s power with their Mega Stones instead of draining it completely. Your Keystone may be used twice per day or three times per day if you only Mega Evolve the same Pokémon each time. You may still only have one Mega Pokémon at a time."
Mega Stone Shift,"Spending some time with your Mega Stones can give you some insight to their magical properties; with a little bit of focus you can change how your Mega Stones change your Pokémon. After two hours of work, one of your unique Mega Stones will alter your Pokémon’s types by replacing one type or by adding one type while the Pokémon is Mega Evolved. You choose how your Pokémon’s physical appearance changes appropriately."
Key Stone Stretch,"Keystones ring while your Pokémon are Mega Evolved, but you’ve learned to quell that into a hum, prolonging a Mega Evolution’s stay. Your Pokémon’s Mega Evolutions can retain their form for up to one hour, even if returned to their Poke Ball."
Peak Form,"Raising your Pokémon through their evolutions and keeping them in top shape has increased their performance. When one of your Pokémon evolves into its final stage of evolution, choose two of Attack, Defense, Special Attack, Special Defense, or Speed and permanently add 1 to that Pokémon’s stats. Additionally, for any of your fully-evolved Pokémon that you’ve owned for at least one week who haven’t benefitted from Peak Form yet, choose two of Attack, Defense, Special Attack, Special Defense, or Speed and permanently add 1 to that Pokémon’s stats."
Keystone Overflow,Your Pokémon have grown to use the flow of energy from the Key Stone and can even borrow its energy from each other when standing together in battle! You may have two Mega Pokémon at the same time.
Potential Break,"Mega Stones bring Pokémon to unreal levels of power, but to most you need to already be strong to use a Mega Stone with your Key Stone. However, you’ve figured out a way to induce Mega Evolution with unreal results. If you own a Mega Stone that corresponds to a Mega Evolution that appears in the Pokédex, your not-fully-evolved Pokémon that will eventually be fully compatible with a Mega Stone may already use the Mega Stone. For example, if you own Blazikenite or have created a Mega Stone to Mega Evolve Blaziken, your Torchic or Combusken could use it to turn into Mega Blaziken."
Evolution Shift,"Pokémon have their previous selves and potential selves within themselves and you’ve developed a way to manipulate and work with your Pokémon to bring out any part of themselves again. Once per day, after working for five hours with one of your Pokémon you may return it to its previous stage of evolution or change its evolution to another in its branch of evolutions. You could for example change your Marowak into a Marowak A, your Purrserker into a Persian, or your Poliwrath into a Politoed. Evolution Shift removes any benefits given to your Pokémon by Peak Form if they are unevolved during Evolution Shift until that Pokémon evolves again."
Keystone Kaleidoscope,"Evolution is different for every Pokémon and can continue to change and create new surprises for everyone. Whenever you Mega Evolve a Pokémon, you may choose which of its stats are modified by its Mega Stone and which types it becomes (you may choose different stats and types each time). You must still follow the Mega Stone rules of the features Mega Stone Smith and Mega Stone Shift while Mega Evolving your Pokémon."
Muscle Relaxants,"While they may only help without cure sometimes, your careful application of injected relaxants is a sure fix for any paralyzed ally. 3/day you may use your medical field kit as an action to cure any adjacent trainer or Pokémon of Paralysis."
Treat Minor Wound,"Your study of medicine has led to more effective use of your kit to heal the broken, damaged, and hurt. 3/day you may use your medical field kit as an action to heal any adjacent trainer or Pokémon 10 hit points, then give them 5 temporary hit points which last for 10 mins. In addition, you may not use your Medic features on unwilling, conscious targets. (A Pokémon who is healed this way cannot use a Move during the same round)"
Medicinal Expert,"Your training and practice has led you to some improved procedures that help will your friends in a pinch. Whenever you use a restorative item such as an Antidote or Potion, or a Medic feature on an allied trainer or Pokémon, heal the target additional hit points equal to your Defense or Special Defense modifier."
Better Living Through Medicine,"Careful study and repetition has given your hands the precision and skill to move rapidly and help those in need. During your turn, you may use two Medic features on adjacent targets during the same turn as one action. You still deplete your uses per day on any of your Medic features used."
Treat Wound,"Your continuous practice of medicine has led to more effective use of your kit to heal the injured. 3/day you may use your medical field kit as an action to heal any adjacent trainer or Pokémon 20 hit points, then give them 10 temporary hit points which last for 10 mins. (A Pokémon who is healed this way cannot use a Move during the same round)"
Pain Killers,"After modifying the available drugs in your kit, you’ve created pills that will eliminate potentially deadly afflictions. 3/day you may use your medical field kit as an action to cure any adjacent trainer or Pokémon of Burns, Poisoning, or Toxification."
Shock Therapy,"After modifying the micro defibrillator in your kit, you’ve created a function of minor bursts of power to help friends in a tight spot. 3/day you may use your medical field kit as an action to cure any adjacent trainer or Pokémon of being Asleep or Freezing."
Restore Strength,"By using a combination of energy recovering drugs and adrenaline, you’ve given your Pokémon a chance at pushing out more power in a tight spot. 3/day you may use your medical field kit as an action to restore an adjacent Pokémon’s use of 1/day or 3/day frequency moves as if they have rested for 8 hours."
Treat Major Wound,"Your expertise of medicine has led to efficient use of your kit to repair the injured. 3/day you may use your medical field kit as an action to heal any adjacent trainer or Pokémon 30 hit points, then give them 15 temporary hit points which last for 10 mins. (A Pokémon who is healed this way cannot use a Move during the same round)"
Do No Harm,"Your fervor in battle and willingness to risk your life while protecting others burns brightly as you save lives around you every day. On any turn where you hAvian’t attacked any targets and have not issued any attack commands to any of your Pokémon, your Treat Minor Wound, Treat Wound, Treat Major Wound and Treat Serious Wound features heal an additional 10 hit points, but grant 10 less temporary hit points. You may not issue attack commands to any Pokémon after benefitting from the Do No Harm feature."
Treat Serious Wound,"Your mastery of medicine has led to perfect use of your kit to completely heal the injured. 3/day you may use your medical field as an action kit to heal any adjacent trainer or Pokémon 40 hit points, then give them 20 temporary hit points which last for 10 mins. (A Pokémon who is healed this way cannot use a Move during the same round)"
Won’t Die on Me,"The lives of others are not expendable and your watch guarantees their survival. Once per day, if an adjacent ally fails their final death savings throw, they instead succeed the death savings throw and are set to 1 hit point, then regain consciousness."
Natural Tutoring,"For a tutor, reteaching Pokémon how to do something they used to do before is a trivial exercise. Once per day, after spending one hour working with a Pokémon, you may teach a move to that Pokémon that they’ve known but have since removed from their move list."
Observation Training,"Tutors figure out how to bring out the best from a Pokémon by studying attacks and by teaching your Pokémon everything there is to know about their own attacks, you’ve increased their odds of surviving in battle. Whenever one of your Pokémon is targeted by an attack they know, or used to know, their Defense, Special Defense, and Speed stat is raised +1 during the attacker’s accuracy check."
Passive Tutoring,"By studying some basic field tactics you’ve learned how to teach Pokémon how to improve their odds on the field of battle. Once per day, after spending two hours working with a Pokémon, you may teach one of the following passives to that Pokémon:
Howl, Nasty Plot, Defense Curl, Snarl, Run Away"
Rudimentary Tutoring,"There are some pretty basic things you’ve learned how to teach during your studying and sometimes the most basic tricks should be taught. Once per day, after spending one hour working with a Pokémon, you may teach one of the following moves to that Pokémon:
Brutal Hit, Clearing Smog, Confusioning, Emberish, Fairy Wind, Icy Breeze, Karate Slap, Leafage, Licking, Metal Cut, Mud Throw, Peck, Rock Throw, Struggling Bug, Tackle, Thunder Spark, Twisting Gust, Water Gun 
Moves taught with the Rudimentary Tutoring feature must still fit the Pokémon’s learnable moves description."
Machine Mentor,"By studying the effects of Technical Machines and Technical Records, you’ve learned to replicate their techniques in training. Once per day, after spending six hours working with a Pokémon, you may teach any move you’ve taught with a Technical Machine or Technical Record to that Pokémon. Moves taught with the Machine Mentor feature must still fit the Pokémon’s learnable moves description."
Vocation Tutoring,"After spending enough time in the study of Pokémon tutoring people will expect certain moves to be taught by you and you’re not one to disappoint. Once per day, after spending six hours working with a Pokémon, you may teach one of the following moves to that Pokémon: 
Cross Poison, Dark Pulse, Moonblast, Dragon Pulse, Drill Peck, Drill Run, Energy Ball, Flamethrower, Ice Beam, Iron Head, Jump Kick, Power Gem, Psychic, Scald, Shadow Ball, Thunderbolt, X-Scissor
Moves taught with the Vocation Tutoring feature must still fit the Pokémon’s learnable moves description."
Field Tutoring,"Battle tactics are just as important as battle prowess and a good move tutor knows how to bring out the best of field advantages in Pokémon. Once per day, after spending six hours working with a Pokémon, you may teach one of the following moves to that Pokémon:
Electric Terrain, Flower Shield, Grassy Terrain, Gravity, Hail, Haze, Iron Deluge, Magic Room, Mist, Misty Terrain, Psychic Terrain, Rain Dance, Sandstorm, Sunny Day, Trick Room, Wonder Room
Moves taught with the Field Tutoring feature must still fit the Pokémon’s learnable moves description."
Destructive Tutoring,"Tweaking the main tricks of the trade let you teach Pokémon how to unleash grand displays of power. Once per day, after spending six hours working with a Pokémon, you may teach one of the following moves to that Pokémon:
Blizzard, Close Combat, Draco Meteor, Earthquake, Fire Blast, Gunk Shot, Hurricane, Hydro Pump, Mega Kick, Megahorn, Meteor Rain, Moonwrecker, Poltergeist, 
Psionic Fury, Solar Beam, Stone Edge, Thunder, Void Fury
Moves taught with the Destructive Tutoring feature must still fit the Pokémon’s learnable moves description."
Class Time,"Putting in the time to tutor Pokémon can be consuming for them, but you can split your attention without problems. While tutoring Pokémon, you can work with two Pokémon at a time and tutor both of them while using different Move Tutor features, or teach the same thing to both Pokémon with the same Move Tutor feature."
Photographic Tutoring,"Memory serves well when training and mastering the ability to tutor moves and you’ve developed a near perfect mind when viewing how Pokémon produce attacks. Once per day, after spending six hours with a Pokémon, you may teach the Pokémon any non-legendary move you’ve seen used before. Moves taught with the Photographic Tutoring feature must still fit the Pokémon’s learnable moves description."
Passive Mastery,"By spending time with Pokémon you’re able to bring out the best of their natural abilities that they have concealed within. Once per day, after spending six hours working with a Pokémon, you may teach the Pokémon any nonlegendary passive. You must use some reasoning here, for example if a Pokémon cannot produce water or ice, it cannot learn Refrigerate. You also cannot tutor unique passives, for example you can’t give Wonder Guard to any Pokémon, the passive explicitly mentions Shedinja in its effect description. You may not tutor the same Pokémon twice with Passive Mastery unless you’re replacing a passive previously taught with the Passive Mastery feature or if the move taught with the Passive Mastery feature has previously been removed from that Pokémon’s passive list."
Tutor Mastery,"You spent enough time practicing move theory. Now, you can apply it however you’d like. Once per day, after spending six hours working with one of your Pokémon, you may teach it any non-legendary move. You may tutor moves that do not fit your Pokémon’s learnable moves description. You may not tutor the same Pokémon twice with Tutor Mastery unless you’re replacing a move previously taught with the Tutor Mastery feature or if the move taught with the Tutor Mastery feature has previously been removed from that Pokémon’s move list."
Put Your Hands in the Air,"Coordinators are expected to be able to rouse a crowd and you’re able to get them going. 3/day, you may have your Pokémon’s contest appeal have the Catch Up effect in addition to whatever effect it usually has, or as an action you may have your Pokémon within 30ft of you can use the move Helping Hand during its next turn.
Helping Hand - Melee Normal Effect: 1/day. Target ally’s next attack during this round will deal +1d20 damage."
Wonderous Applause,"You’re not one to brag, but you’re quite good at giving people what they want and you’ve trained your Pokémon to do the same. 3/day, you may have your Pokémon’s contest appeal have the Crowd Pleaser effect in addition to whatever effect it usually has, or as an action you may have your Pokémon within 30ft of you can use the move Encore during its next turn.
Encore - Ranged(10ft) Normal Effect: 3/day. If the target can, it must use the last move it did for the next 3 rounds or until it no longer can."
Favorite Festival,"When it comes to contests, there is five different core styles to perform. You specialize in your choice of the following contest attributes; Cool, Tough, Beauty, Clever, and Cute. Depending on your choice, Coordinator features will work in specific ways. When you get to level 5 and 10, you may choose another favorite contest attribute in addition to the one you chose at level 2. In addition, you gain the following options depending on your chosen contest attributes.
Attribute Option
Cool 3/day, as an action, your Pokémon within 30ft of you has the passive Inner Focus for 10 mins.
Inner Focus - You are immune to being Stunned.

Tough 3/day, as an action, your Pokémon within 30ft of you has the passive Big Pecks for 10 mins.
Big Pecks - Your Defense cannot be lowered by a foe’s effects.

Beauty 3/day, as an action, your Pokémon within 30ft of you has the passive Magic Guard for 10 mins.
Magic Guard - You can only take damage from attacks that deal damage. You are unaffected by damage from afflictions, coats, hazards, weather or any passives.

Clever 3/day, as an action, your Pokémon within 30ft of you has the passive Own Tempo for 10 mins.
Own Tempo - You are immune to being Confused.

Cute 3/day, as an action, your Pokémon within 30ft of you has the passive Oblivious for 10 mins.
Oblivious - You are immune to Infatuation."
Shining Light,"It’s not literal glitter, but you gleam an aura of attention that keeps people listening and you’ve taught your Pokémon to do the same. 3/day, you may have one of your Pokémon’s contest appeal have the Attention Grabber effect in addition to whatever effect it usually has, or as an action you may have your Pokémon within 30ft of you can use the move Flash during its next turn. In addition, whenever you make a Bluff or Diplomacy skill check add +2 to your roll.
Flash - Ranged(10ft) Normal Effect: At-Will. On hit, the target’s Accuracy Checks are -1 during their next turn. This effect cannot be stacked."
Appearance,"Coordinators gain fame as they blaze a trail of victory, wearing an aura of charisma that spreads throughout their entourage. 3/day, when an ally next to you rolls a skill check for Bluff, Diplomacy, or Pokémon Handling, they may add your Special Defense or Speed modifier in addition to any other bonuses they may add."
All Eyes on Us,"At the drop of a hat, you and your Pokémon can gather a crowd’s attention and perform various talents to entertain and amaze. 3/day, you may have one of your Pokémon’s contest appeal have the Final Appeal effect in addition to whatever effect it usually has, or as an action you may have your Pokémon within 30ft of you can use the move Follow Me during its next turn. In addition, once per day you may hold the attention of everyone within 50ft of you while performing anywhere for X minutes where X is the sum of your Defense and Speed modifier. Allies are not affected by your antics and others may notice things happening around them with Perception skill checks.
Follow Me - Ranged(30ft burst) Normal Effect: 3/day. On hit, all affected foes will only attack you until you are knocked out."
Character Building,"In order to raise the best contest Pokémon, having a healthy attitude for any given contest is key. Once per day, after spend two hours working with one of your Pokémon, you may change their nature depending on your chosen contest attributes for your Favorite Festival feature. Adjust the Pokémon’s relevant stats when you do. You cannot use this feature with the same Pokémon more than once per week.
Attribute Option
Cool Adamant (+Attack/-Special Attack) Brave (+Attack/-Speed) Lonely (+Attack/-Defense) Naughty (+Attack/-Special Defense)
Tough Bold (+Defense/-Attack) Impish (+Defense/-Special Attack) Lax (+Defense/-Special Defense) Relaxed (+Defense/-Speed)
Beauty Mild (+Special Attack/-Defense) Modest (+Special Attack/-Attack) Quiet (+Special Attack/-Speed) Rash (+Special Attack/-Special Defense)
Clever Calm (+Special Defense/-Attack) Careful (+Special Defense/-Special Attack) Gentle (+Special Defense/-Defense) Sassy (+Special Defense/-Speed)
Cute Hasty (+Speed/-Defense) Jolly (+Speed/-Special Attack) Naïve (+Speed/-Special Defense) Timid (+Speed/-Attack)"
Form Fit,"Nothing deters your Pokémon from being stars on the stage, and their confidence is obvious even to judges who have it out for your Pokémon’s style. During introductory appeals, if your Pokémon’s contest attribute that is being used for the contest is lower than half the value of its highest contest attribute, use half of that attribute for the appeal instead. In addition, you gain the following options depending on your chosen contest attributes.
Attribute Option
Cool 3/day, as an action, one of your Pokémon within 30ft of you has the passive Defiant for 10 mins.
Defiant - If a foe lowers any of your stats, you have +2 Attack until your lowered stats are returned to normal.

Tough 3/day, as an action, one of your Pokémon within 30ft of you has the passive Battle Armor for 10 mins.
Battle Armor - Critical hits are treated as normal hits against you.

Beauty 3/day, as an action, one of your Pokémon within 30ft of you has the passive Multiscale for 10 mins.
Multiscale - When you are at Max HP, you take -1d20 damage from all attacks.

Clever 3/day, as an action, one of your Pokémon within 30ft of you has the passive Filter for 10 mins.
Filter—Super-effective attacks against you deal -1d12 damage after applying weakness.

Cute 3/day, as an action, one of your Pokémon within 30ft of you has the passive Cute Charm for 10 mins.
Cute Charm - Whenever you are hit with a melee attack, roll 1d4. On 4, Infatuate the attacker."
It’s How You Carry Yourself,"By spending time with each of your performers, you’ve taught each of them to display talents without displeasing a judge, even when off script during a contest. 3/day when making an appeal to a judge, you can choose to make your Pokémon’s appeal not lower voltage if it normally would or to make your Pokémon’s appeal raise the voltage if it would normally have left the voltage unaffected. In addition, you may spend two hours with your Pokémon to tutor a passive for them depending on your chosen contest attributes for your Favorite Festival feature.
Attribute Option 
Cool Howl (+1 Attack) 
Tough Defense Curl (+1 Defense) 
Beauty Nasty Plot (+1 Special Attack) 
Clever Snarl (+1 Special Defense) 
Cute Run Away (+1 Speed)"
"Poise, Serenity, Style","Just walking into a space can draw looks and you and your Pokémon know how to make a first impression. The first 2 times you roll a 1 during the introductory appeal round, reroll those two dice. In addition, upon meeting someone new, you have a +2 to any Insight skill checks you make against them. In addition, you gain the following options depending on your chosen contest attributes.
Attribute Option
Cool 3/day, as an action, one of your Pokémon within 30ft of you has the passive Magician for 1 min.
Magician - When hitting with a melee attack, you steal the target’s held item, if any.

Tough 3/day, as an action, one of your Pokémon within 30ft of you has the passive No Guard for 1 min.
No Guard - You cannot miss your attacks, and attacks made against you cannot miss.

Beauty 3/day, as an action, one of your Pokémon within 30ft of you has the passive Mirror Armor for 1 min.
Mirror Armor - If your stats would be lowered by a foe’s effects, instead that offender’s stat is lowered.

Clever 3/day, as an action, one of your Pokémon within 30ft of you has the passive Download for 10 min.
Download - Your Attack is +1 against targets with lower Special Defense than Defense. Your Special Attack is +1 against targets with lower Defense than Special Defense.

Cute 3/day, as an action, one of your Pokémon within 30ft of you has the passive Disguise for 1 min.
Disguise - The first time you are hit with an attack each encounter, the attack is negated."
Breathtaking Flourish,"By minimizing destructive battle capabilities and effort, you Pokémon can focus on the glamour of performing two moves simultaneously to woo judges and audience alike. Once per day, one of your Pokémon can perform two moves during the same appeal round and roll for both moves, adding them together for the appeal. In addition, you gain the following options depending on your chosen contest attributes.
Attribute Option
Cool After spending 10 hours with one of your Pokémon with at least 2 Contest Ribbons, you may teach it the move Pack Mon.

Tough After spending 10 hours with one of your Pokémon with at least 2 Contest Ribbons, you may teach it the move Impenetrable Stance.

Beauty After spending 10 hours with one of your Pokémon with at least 2 Contest Ribbons, you may teach it the move Absolutely Breathtaking.

Clever After spending 10 hours with one of your Pokémon with at least 2 Contest Ribbons, you may teach it the move Language.

Cute After spending 10 hours with one of your Pokémon with at least 2 Contest Ribbons, you may teach it the move Cutesy Coercion."
Contest Tutoring,"Having seen and studied various moves that make a splash in contests you’ve figured out how to teach those moves to your Pokémon. Once per day, after spending three hours working with one of your Pokémon, you may teach a move that has a contest attribute matching one of your chosen contest attributes for your Favorite Festival feature. Moves taught with the Contest Tutoring feature must still fit the Pokémon’s learnable moves description. A Pokémon cannot benefit from Contest Tutoring more than once per week."
Command of the Stage,"There isn’t a person in the stadium who isn’t watching you perform, no matter what the event. When your Pokémon appeals to a judge, you may choose whether the judge’s voltage is changed positively, negatively, or whether it’s not affected. In addition, the first time you roll a 1 during any round of appeals, reroll that die. In addition, once per day, after spending two hours working with one of your Pokémon, you may change the contest effect of one of their moves to any contest effect permanently. In addition, during Pokémon battles, your Pokémon have +3 speed when deciding turn order if they have earned more contest ribbons than any enemy Pokémon. In addition, whenever you use a feature that temporarily grants a Pokémon a passive ability, you can use it to target an allied Pokémon instead of only being able to use it on your own Pokémon."
Base Routine,"Your Pokémon move in rhythmic ways, gracefully making their way across the stage of battle. Whenever your Pokémon do not move their full distance during their turn in combat, foes must roll +1 during accuracy check in order to hit them once per combat."
Practicing Scales,"You often sing with your Pokémon, as you try to teach them different basic melodies and sounds to make with their voices. When using attacks, your Pokémon’s move can be treated as if they are sound-based or not regardless of what they naturally are. In addition, once per day you may spend two hours with one of your Pokémon to teach them the move Soft Song."
En Point,"You and your Pokémon are not to be frazzled during battle, each step is graceful planned and executed. When you or your Pokémon do not move their full distance during their turn in combat, they cannot be Stunned or moved by a foe’s effects."
Attention to Me,"Coordinators may be able to grab attention with their charms, but you perform like none other. Whenever you make a Perform skill check with that would involve either dance or your voice roll the check three times and use the best result."
Gradual Rise,"A well-choreographed performance with a gradual rise and climax will astound the audience and judges alike. If during each round of appeals, the points you earn are each consecutively higher than your previous score, gain 10d4 points after the final appeal. In addition, if your Pokémon would deal less damage during a round of combat than their previous turn during an attack, they may deal an additional +1d6 after applying weakness and resistances once per combat."
Stage Presence,"Often, judges will be particularly interested in your Pokémon’s appeal because they always seem to add a different flourish or lovely tune while doing so. 3/day, during an appeal, you may replace up to X d4 with d6, where X is your Special Defense or Speed modifier."
Gentle Footfall,"Poise is important while dancing and in as a byproduct of your training you’ve developed particularly silent footsteps. When making Stealth skill checks, you may roll twice and use the better result. In addition, whenever your Pokémon makes an attack against a foe from behind the foe’s line of sight and was not in the target’s line of sight during that turn, they may add +2 during their accuracy checks."
Enthralling Voices,"Your Pokémon command the attention of others in battle and even influence Pokémon to stop in place, getting lost in your Pokémon’s charms. 3/day, as an action, you add the effect, “On hit, the target is Infatuated,” to one of your Pokémon’s attacks that does not already have an effect during their next turn. In addition, during the appeal rounds in contests, Pokémon making an appeal immediately after your Pokémon in the same round do not roll one of their d4 unless they have already been affected by your Enthralling Voices feature during that contest."
Dancing Dodge,"The constant flow of battle has a rhythm of its own and you with your Pokémon can slide around attacks and problems. Once per day, if you would be hit by a Pokémon’s attack that only targeted you, you may dodge it. In addition, once per week you may spend 4 hours with once of your Pokémon to teach them the move Detect."
As Rehearsed,"Often you’ll spend time with your Pokémon going over their routines for a contest, and sticking to a script often has good payoffs. At the beginning of a contest, you may choose the moves your Pokémon will be performing during each round of appeals. If you do, your Pokémon’s appeals cannot be negatively affected by other contestant’s displays and once during the contest you may have a judge you are appealing to have their voltage raised once regardless of your appeal’s contest attribute."
Elemental Flourish,"When moving about passionately, you Pokémon may release energy from themselves that enhance their performances. 3/day, as an action, you may have your Pokémon’s normal-type move change its type to match one of its types until the end of combat. In addition, once per contest you may have on of your Pokémon’s move change its attribute into a different contest attribute of your choice."
Dazzling the Stage,"Your Pokémon’s appeals are stunning and when perfectly executed your Pokémon’s performances destroy anyone else’s chance at winning. Before rolling your dice during an appeal choose a number. If your result for points during that appeal matches the chosen number, double the value of your appeal during that round."
Faster,"Kick it up! Really lean into it! Your cheers push your Pokémon to go faster and faster when it matters. 3/day, as an action, for the next 5 mins, your Pokémon within 25ft can move an additional X times 5ft per turn where X is your Special Defense or Speed modifier."
Stronger,"You’ve got this! Push harder! Your encouragement pushes some extra strength into your Pokémon’s efforts. 3/day, as an action, for the next 5 mins, your Pokémon within 25ft is twice as strong and can move objects larger than itself as if they were the same size as them and deals an additional X damage when attacking with an Attack stat move where X is your Special Defense or Speed modifier."
Work It,"This is nothing new! Get it done! Your direction helps your Pokémon overcome obstacles without issue. 3/day, as an action, for the next 5 mins, your Pokémon within 25ft treats all non-water terrain as normal terrain, can move through enemies without slowing down or being attacked, and treats vertical terrain (walls/trees /structures) as normal terrain when moving on the terrain."
Harder,"No! Not yet! Push through it! When your Pokémon hears your concern, it pushes through oncoming attacks. 1/day, when your Pokémon would be hit by an attack and the offender rolled the exact value it needed in order to hit, instead the attack misses."
Makes Us Stronger,"Everyone put everything you’ve got into it! Your enthusiasm empowers allies to push them forward. When using a Coach feature, instead of targeting just one of your Pokémon, your Coach features affect all allied Pokémon."
Surf It,"This is nothing! It’s just water! Your careful training has enabled your Pokémon’s movement both in and out of water. Your Pokémon are not hindered by movement through water, and your Pokémon who move at half speed out of water are able to move at a normal speed out of water."
Make It Better,"Great job! Rest up, we’re not done! Quick aid keeps your Pokémon in top shape for more competition. 3/day, after a battle, pokéathalon, or contest, you can spend 5 mins with your Pokémon to recover half of the hit points they lost during the combat or competition while also giving them the ability to perform 3/day and 1/day frequency moves again."
Hour After Hour,"Keep up with me! We’re not done yet! Repeated work out sessions with your Pokémon maintains them in top shape, ready for anything. If you spend at least 1 hour working out with your Pokémon during the day, after the third day within a week all of your Pokémon who participate in working out either have +1 of your choice to their Attack, Special Attack, or Speed. If you do not maintain the work out sessions, at least 3 times on different days per week, your Pokémon’s stats return to normal. Pokémon can all be working out together at the same time. No more than six Pokémon can benefit from your Hour After Hour feature at a time."
Bring It,"Come on! Imagine how hard it is for our Pokémon! Do not stop! You’ve got your whole group of friends going. If you spend at least 1 hour working out with your allied trainers during the day, after the sixth day within two weeks you and all of your friends who participate in working out either have all of the following bonuses:
You move +10 ft per turn, your Speed is +2 while determining turn order in combat, you can easily lift your weight, climbing and swimming can be done at regular speed, and you are not hindered by difficult terrain. If you do not maintain the work out sessions, at least 3 times on different days per week, your friends all lose these bonuses. Allied trainers can all be working out together at the same time. No more than six trainers can benefit from your Bring It feature at a time."
Never Over,"That’s weak! It’s nothing compared to your strength! Let’s go! Your Pokémon know what your expectations are and they’re holding on for you. As long as they hAvian’t acted, your Pokémon can give up their turns during a round to survive an attack at 1 hit point if they were at their max hit points before being attacked."
Face to Face,"Don’t let them get a lead on you! Get there! Your Pokémon can edge out a little more steam when facing a nearmatch. When determining turn order, if there is a tie, your Pokémon go first. In addition, once per day, if once of your Pokémon misses an attack by 1 or 2, you can have them successfully hit instead."
More Than Ever,"This is what it’s all been for! Don’t any of you give up! Keep on pushing until the very end! Any Pokémon or allied trainers currently benefitting from your Hour After Hour or Bring It features get to reroll their first natural 1 per day. In addition, during appeals in contests, your Pokémon currently benefitting from your Hour After Hour feature treat any rolled 1s as 2."
Accessorize,"With love and a flair of style you create an amazing accessory to beautify your Pokémon. After one hour of work, you create a Pokémon accessory. The accessory can be a piece of clothing, jewelry, or a trinket it holds. Call it whatever you’d like, made out of whatever you like. In addition, it takes you one hour to repair any broken item or accessory made by you.
Accessory - Once per day, during the introduction appeal of a contest, add 1d4. If the result of that d4 is a 3 or 4, the Accessory cannot be used this way again unless repaired with the Accessorize feature. A Pokémon can only benefit from one accessory at a time."
Practical Designer,"Creating a perfect something that just makes someone’s look pop can help a person succeed when they least expect it. After one hour of work, you create a trainer accessory. The accessory can be a piece of clothing, jewelry, or a trinket someone holds. Call it whatever you’d like, made out of whatever you like. In addition, you are skilled in making clothing for trainers and can produce a shirt, pants, or dress in about 3 hours out of appropriate materials.
Trainer Accessory - Whenever you roll a Skill Check while talking to someone else, you may add +2 to your roll. If your skill check succeeds, the Trainer Accessory cannot be used this way again unless repaired with the Accessorize feature. A person can only benefit from one trainer accessory at a time."
Lucky Charm,"Something about the perfect charm on your wrist, or in your hair, or wherever you think someone should place it, just clicks and makes someone’s personality really come out. After two hours of work, you create a Lucky Charm. The charm can be a piece of jewelry, or a trinket you wear. Call it whatever you’d like, made out of whatever you like.
Lucky Charm - Whenever you roll a Skill Check and fail, you may reroll and use the second result. If you fail again, you fumble in some way and lose 1d10 hit points. The Lucky Charm cannot be used this way again unless repaired with the Accessorize feature. A person can only benefit from one lucky charm at a time."
Bright Charm,"You focus your efforts on an accessory with some kind of gimmick; mundane at first, but with the flick of a wrist a pop of confetti or a flash of smoke appears. After one hour of work, you create a Bright Pokémon Accessory. The accessory can be a piece of clothing, jewelry, or a trinket it holds. Call it whatever you’d like, made out of whatever you’ like. 
Bright Charm - When you appeal to a judge you may use the Bright Charm to raise the judge’s voltage +1. The Bright Charm cannot be used this way again unless repaired with the Accessorize feature. A Pokémon can only benefit from one accessory at a time."
Tactical Design,"It’s not always about looks, but when you do need a glove for climbing or a show for running, you can make it and make it look good. After six hours of work you create a clothing equipment for a trainer that has a specific application (running shoes, grip gloves, camouflage cape, etc.). Call it whatever you’d like, made out of whatever you like.
Clothing Equipment - Whenever you roll a Skill Check while doing the activity the equipment is made for, you may add +1 to your roll. The equipment loses this ability after two weeks but can be repaired with the Accessorize feature. A person can only benefit from one clothing equipment at a time."
The Look,"Sometimes, you just have to take another person’s design and make it your own. By looking at what someone else is currently wearing you’re able to make the same clothing out of the same material, adjusted for whomever you’re planning to have wear the clothing. It would take 2 hours of work per piece of clothing/accessory to replicate the what the person was wearing when you saw them. You may apply effects of your Designer features to any individual piece of clothing or accessory throughout the set of things that you are copying. Unskilled individuals cannot determine whether or not your products are an original or a fake."
Glamourous,"Bold fashion statements can catch the eyes of everyone and it makes it hard not to catch everyone’s gaze when you’re the designer. When making clothing for trainers, you may spend an extra hour making the clothing to give the clothing the following effect:
“All non-allied trainer’s Perception and Investigate Skill checks are -1 when you are within their line of sight.”"
